,issue,component_path,commit,LOC_change,is_test,parent,tag_commit,date_commit,tag_parent,module,fail_component,package,index_bug
164,1008,src\main\java\org\jfrog\hudson\util\ExtractorUtils.java,24cb150ebf1bf285df7f5a7ed54a662074aafe21,95,0,fcf03c23ed4fa5b31d7021ecdb1585e340617d96,artifactory-2.14.0,2017-11-06 12:07:35,artifactory-2.14.0,,org.jfrog.hudson.util.ExtractorUtils,org.jfrog.hudson.util,164
165,1021,src\main\java\org\jfrog\hudson\pipeline\types\ArtifactoryServer.java,ab180e1e10ad15fdf1cc36cb71447f2f4cdefe6b,473,0,50636c9d66f0cee78a12614685f545ccc4346835,artifactory-2.15.0,2018-01-24 09:17:50,artifactory-2.15.0,,org.jfrog.hudson.pipeline.types.ArtifactoryServer,org.jfrog.hudson.pipeline.types,165
166,1019,src\main\java\org\jfrog\hudson\util\ExtractorUtils.java,937068b0b36aca0d1869680aa3ce6907e802784f,69,0,459f4a364876cd0f67a802fbfcd1b36ac2dc1075,artifactory-2.15.0,2018-01-29 12:21:16,artifactory-2.15.0,,org.jfrog.hudson.util.ExtractorUtils,org.jfrog.hudson.util,166
167,1029,src\main\java\org\jfrog\hudson\maven3\Maven3Builder.java,f3cd6cd0a97c99e08e33360c70c92b48d24f8fb2,22,0,937068b0b36aca0d1869680aa3ce6907e802784f,artifactory-2.15.0,2018-01-30 08:43:48,artifactory-2.15.0,,org.jfrog.hudson.maven3.Maven3Builder,org.jfrog.hudson.maven3,167
168,1030,src\main\java\org\jfrog\hudson\release\PromotionUtils.java,c2edc5b05b8a32f0e8efd3fb63c0121d58f3ae4e,70,0,f3cd6cd0a97c99e08e33360c70c92b48d24f8fb2,artifactory-2.15.0,2018-01-30 10:19:25,artifactory-2.15.0,,org.jfrog.hudson.release.PromotionUtils,org.jfrog.hudson.release,168
169,1026,src\main\java\org\jfrog\hudson\pipeline\steps\conan\InitConanClientStep.java,dd6cffd44a2b8f13e69de0f0e32635d837d02799,8,0,903e9b67b3c841c0055f66cf6a517b4e7f2d0b87,artifactory-2.15.0,2018-03-06 08:31:40,artifactory-2.15.0,,org.jfrog.hudson.pipeline.steps.conan.InitConanClientStep,org.jfrog.hudson.pipeline.steps.conan,169
170,1032,src\main\java\org\jfrog\hudson\release\scm\svn\SubversionManager.java,0c33c8822997758f4af90b78d46203f688909713,84,0,6dd7f0158bdd1bb05e5ee036fb0837ae5286f7d5,artifactory-2.15.0,2018-03-08 18:30:38,artifactory-2.15.0,,org.jfrog.hudson.release.scm.svn.SubversionManager,org.jfrog.hudson.release.scm.svn,170
171,1046,src\main\java\org\jfrog\hudson\pipeline\docker\DockerImage.java,2b6230fd755323d31bf1bc54bae39a57520d54a2,32,0,97ecde6ca80b5256700368d3f05bba89a6cbdd8c,artifactory-2.15.1,2018-03-22 17:56:20,artifactory-2.15.1,,org.jfrog.hudson.pipeline.docker.DockerImage,org.jfrog.hudson.pipeline.docker,171
172,1051,src\main\java\org\jfrog\hudson\release\scm\git\GitManager.java,e85033c27b081d354ada781220c592adc220abcb,248,0,bbf66eb4c2a4fe1cfd72baf53edab3e9efa574c3,artifactory-2.15.1,2018-04-01 11:40:04,artifactory-2.15.1,,org.jfrog.hudson.release.scm.git.GitManager,org.jfrog.hudson.release.scm.git,172
173,1062,src\main\java\org\jfrog\hudson\pipeline\types\buildInfo\BuildInfo.java,2df1181df4fa4b8ee4b64bb5175b382f8fd27b4f,40,0,8d02b2cd184fd1ebb52e1ddfa721b48cf5fc4788,artifactory-2.16.0,2018-04-29 16:33:37,artifactory-2.16.0,,org.jfrog.hudson.pipeline.types.buildInfo.BuildInfo,org.jfrog.hudson.pipeline.types.buildInfo,173
