,Unnamed: 0,TEST,bug_ID,project,time_budget,faulty_class,sum_detected,count_detected,FP,FP_genric,LOC,LOC_P,Random
181,7532,org.apache.commons.lang.NumberUtils,42,Lang,60,0.0,0,10,0.375,0.225,334,0.149040606872,0.182988218993
182,1351,org.apache.commons.lang.NumberUtils,51,Lang,60,0.0,0,10,0.375,0.225,331,0.147701918786,0.124639718199
183,567,org.apache.commons.lang.NumberUtils,57,Lang,60,0.0,0,10,0.375,0.225,331,0.147701918786,0.231468791472
184,1196,org.apache.commons.lang.NumberUtils,52,Lang,60,0.0,0,10,0.375,0.225,331,0.147701918786,0.739052844042
185,1347,org.apache.commons.lang.NumberUtils,45,Lang,60,0.0,0,10,0.375,0.225,331,0.147701918786,0.930347832135
186,16232,org.apache.commons.lang.ObjectUtils,46,Lang,60,0.0,0,10,0.048,0.194,80,0.0356983489514,0.077391001228
187,1393,org.apache.commons.lang.ObjectUtils,51,Lang,60,0.0,0,10,0.048,0.194,70,0.0312360553324,0.0120486394016
188,6140,org.apache.commons.lang.ObjectUtils,41,Lang,60,0.0,0,6,0.048,0.194,68,0.0303435966087,0.310718973532
189,2696,org.apache.commons.lang.ObjectUtils,62,Lang,60,0.0,0,10,0.048,0.194,56,0.024988844266,0.66660388803
190,4882,org.apache.commons.lang.ObjectUtils,44,Lang,60,0.0,0,10,0.048,0.194,80,0.0356983489514,0.574646825953
191,9561,org.apache.commons.lang.ObjectUtils,54,Lang,60,0.0,0,10,0.048,0.194,70,0.0312360553324,0.852094054922
192,9174,org.apache.commons.lang.ObjectUtils,52,Lang,60,0.0,0,10,0.048,0.194,70,0.0312360553324,0.0622955638435
193,6752,org.apache.commons.lang.ObjectUtils,57,Lang,60,0.0,0,10,0.048,0.194,72,0.0321285140562,0.0179687620454
194,7573,org.apache.commons.lang.ObjectUtils,42,Lang,60,0.0,0,10,0.048,0.194,80,0.0356983489514,0.517595819728
195,1985,org.apache.commons.lang.ObjectUtils,40,Lang,60,0.0,0,6,0.048,0.194,71,0.0316822846943,0.00666321829126
196,4368,org.apache.commons.lang.ObjectUtils,45,Lang,60,0.0,0,10,0.048,0.194,80,0.0356983489514,0.305416332392
197,6793,org.apache.commons.lang.RandomStringUtils,42,Lang,60,0.0,0,7,0.381,0.2185,99,0.0441767068273,0.562731289495
198,14212,org.apache.commons.lang.RandomStringUtils,57,Lang,60,0.0,0,8,0.381,0.2185,99,0.0441767068273,0.424103273964
199,9570,org.apache.commons.lang.RandomStringUtils,54,Lang,60,0.0,0,9,0.381,0.2185,99,0.0441767068273,0.797844990603
